,ID,fq,comp,A,B,C,TMIN,TMAX
314,316,C7H16,"3,3-DIMETHYLPENTANE",6.82667,1228.663,225.316,-14,111.0
315,317,C7H16,"2,2,3-TRIMETHYLBUTANE",6.7923,1200.563,226.05,-19,106.0
316,318,C7H16O,ISOPROPYL-TERT-BUTYL-ETHER,6.62913,1257.6,230.01,41,134.0
317,319,C7H16O,1-HEPTANOL,6.6476,1140.64,126.56,60,176.0
318,320,C7H16S,BUTYL-PROPYL-SULFIDE,6.65279,1421.32,205.81,99,203.0
319,321,C7H16S,ETHYL-PENTYL-SULFIDE,6.65279,1421.32,205.81,99,203.0
320,322,C7H16S,HEXYL-METHYL-SULFIDE,6.65279,1421.32,205.81,99,203.0
321,323,C7H16S,1-HEPTANETHIOL,6.95249,1525.311,197.696,59,206.0
322,324,C8H6,ETHYNYLBENZENE,6.957,1445.58,209.44,82,172.0
323,325,C8H8,STYRENE,6.9571,1445.58,209.44,32,187.0
324,326,C8H8,"1,3,5,7-CYCLOOCTATETRAENE",7.00669,1472.11,215.84,0,75.0
325,327,C8H10,ETHYLBENZENE,6.95719,1424.255,213.206,26,163.0
326,328,C8H10,M-XYLENE,7.00908,1462.266,215.105,28,166.0
327,329,C8H10,O-XYLENE,6.99891,1474.679,213.686,32,172.0
328,330,C8H10,P-XYLENE,6.99052,1453.43,215.307,27,166.0
329,331,C8H14,1-OCTYNE,7.02447,1413.8,215.0,25,170.0
330,332,C8H16,1-OCTENE,6.93263,1353.486,212.764,15,148.0
331,333,C8H16,CYCLOOCTANE,6.8619,1437.78,209.98,94,197.0
332,334,C8H16,PROPYLCYCLOPENTANE,6.90392,1384.386,213.159,21,158.0
333,335,C8H16,ETHYLCYCLOHEXANE,6.86728,1382.466,214.995,21,160.0
334,336,C8H16,"1,1-DIMETHYLCYCLOHEXANE",6.79821,1321.705,217.845,10,147.0
335,337,C8H16,"C-1,2-DIMETHYLCYCLOHEXANE",6.83746,1367.311,215.835,18,158.0
336,338,C8H16,"T-1,2-DIMETHYLCYCLOHEXANE",6.83308,1353.881,219.132,13,151.0
337,339,C8H16,"C-1,3-DIMETHYLCYCLOHEXANE",6.83883,1338.473,218.072,11,147.0
338,340,C8H16,"T-1,3-DIMETHYLCYCLOHEXANE",6.83455,1343.687,215.394,15,152.0
339,341,C8H16,"C-1,4-DIMETHYLCYCLOHEXANE",6.83287,1345.613,216.154,15,152.0
340,342,C8H16,"T-1,4-DIMETHYLCYCLOHEXANE",6.81773,1330.437,218.581,10,147.0
341,343,C8H16O,OCTANAL,12.51168,3977.531,244.532,73,169.0
342,344,C8H18,OCTANE,6.9094,1349.82,209.385,19,152.0
343,345,C8H18,2-METHYLHEPTANE,6.91735,1337.468,213.693,12,144.0
344,346,C8H18,3-METHYLHEPTANE,6.89944,1331.53,212.414,13,145.0
345,347,C8H18,4-METHYLHEPTANE,6.90065,1327.661,212.568,12,144.0
346,348,C8H18,3-ETHYLHEXANE,6.89098,1327.884,212.595,13,145.0
347,349,C8H18,"2,2-DIMETHYLHEXANE",6.83715,1273.594,215.072,3,133.0
348,350,C8H18,"2,3-DIMETHYLHEXANE",6.87004,1315.503,214.157,10,142.0
349,351,C8H18,"2,4-DIMETHYLHEXANE",6.85305,1287.876,214.79,5,135.0
350,352,C8H18,"2,5-DIMETHYLHEXANE",6.85984,1287.274,214.412,5,135.0
351,353,C8H18,"3,3-DIMETHYLHEXANE",6.85121,1307.882,217.439,6,138.0
352,354,C8H18,"3,4-DIMETHYLHEXANE",6.87986,1330.035,214.863,11,144.0
353,355,C8H18,3-ETHYL-2-METHYLPENTANE,6.86358,1318.12,215.306,9,142.0
354,356,C8H18,3-ETHYL-3-METHYLPENTANE,6.86731,1347.209,219.684,10,145.0
355,357,C8H18,"2,2,3-TRIMETHYLPENTANE",6.82546,1294.875,218.42,4,136.0
356,358,C8H18,"2,2,4-TRIMETHYLPENTANE",6.81189,1257.84,220.735,-4,125.0
357,359,C8H18,"2,3,3-TRIMETHYLPENTANE",6.84353,1328.046,220.375,7,142.0
358,360,C8H18,"2,3,4-TRIMETHYLPENTANE",6.85396,1315.084,217.526,7,140.0
359,361,C8H18,"2,2,3,3-TETRAMETHYLBUTANE",6.87665,1329.93,226.36,103,133.0
360,362,C8H18O,BUTYL-ETHER,6.9825,1431.5,207.01,32,182.0
361,363,C8H18O,SEC-BUTYL-ETHER,6.79153,1348.53,223.79,57,149.0
362,364,C8H18O,TERT-BUTYL-ETHER,6.93294,1348.533,223.79,4,109.0
363,365,C8H18O,1-OCTANOL,6.837,1310.62,136.06,70,195.0
364,366,C8H18S,BUTYL-SULFIDE,6.54589,1421.32,205.81,106,215.0
365,367,C8H18S,ETHYL-HEXYL-SULFIDE,6.42693,1421.32,205.81,115,231.0
366,368,C8H18S,HEPTYL-METHYL-SULFIDE,6.42693,1421.32,205.81,115,231.0
367,369,C8H18S,PENTYL-PROPYL-SULFIDE,6.42693,1421.32,205.81,115,231.0
368,370,C8H18S,1-OCTANETHIOL,6.96909,1593.0,190.61,76,229.0
369,371,C8H18S2,BUTYL-DISULFIDE,6.9638,1684.1,181.3,101,263.0
370,372,C9H10,ALPHA-METHYLSTYRENE,7.0924,1582.7,206.01,75,220.0
371,373,C9H10,"PROPENYLBENZENE,CIS",7.44961,1909.083,238.874,18,179.0
372,374,C9H10,"PROPENYLBENZENE,TRANS",7.54993,1909.08,238.87,105,197.0
373,375,C9H10,M-METHYLSTYRENE,6.87928,1471.44,200.0,72,250.0
374,376,C9H10,O-METHYLSTYRENE,6.88461,1485.41,200.0,75,255.0
375,377,C9H10,P-METHYLSTYRENE,7.0112,1535.1,200.7,68,170.0
376,378,C9H12,PROPYLBENZENE,6.95142,1491.297,207.14,43,188.0
377,379,C9H12,CUMENE,6.93666,1460.793,207.777,38,181.0
378,380,C9H12,M-ETHYLTOLUENE,7.01582,1529.184,208.509,46,190.0
379,381,C9H12,O-ETHYLTOLUENE,7.00314,1535.374,207.3,48,194.0
380,382,C9H12,P-ETHYLTOLUENE,6.99802,1527.113,208.921,46,191.0
381,383,C9H12,"1,2,3-TRIMETHYLBENZENE",7.04082,1593.958,207.078,57,205.0
382,384,C9H12,"1,2,4-TRIMETHYLBENZENE",7.04383,1573.267,208.564,52,198.0
383,385,C9H12,MESITYLENE,7.07436,1569.622,209.578,49,193.0
384,386,C9H16,1-NONYNE,6.7741,1404.7,210.0,50,223.0
385,387,C9H18,1-NONENE,6.95387,1435.359,205.535,36,174.0
386,388,C9H18,BUTYLCYCLOPENTANE,6.89935,1457.08,205.99,41,185.0
387,389,C9H18,PROPYLCYCLOHEXANE,6.88646,1460.8,207.939,40,186.0
388,390,C9H18,C-C-135TRIMETHYLCYCLOHEXANE,7.09743,1460.8,207.93,78,164.0
389,391,C9H18,C-T-135TRIMETHYLCYCLOHEXANE,7.07274,1460.8,207.93,80,166.0
390,392,C9H18O,NONANAL,7.81505,2036.854,227.486,33,185.0
391,393,C9H20,NONANE,6.9344,1429.46,201.82,39,179.0
392,394,C9H20,2-METHYLOCTANE,6.91191,1398.42,203.65,33,171.0
393,395,C9H20,3-METHYLOCTANE,6.9092,1405.8,204.76,33,172.0
394,396,C9H20,4-METHYLOCTANE,6.90318,1399.12,205.41,32,170.0
395,397,C9H20,3-ETHYLHEPTANE,6.90489,1406.5,206.5,32,171.0
396,398,C9H20,4-ETHYLHEPTANE,6.89898,1399.8,207.2,30,169.0
397,399,C9H20,"2,2-DIMETHYLHEPTANE",6.88174,1363.91,208.21,24,160.0
398,400,C9H20,"2,3-DIMETHYLHEPTANE",6.87635,1389.5,207.3,29,168.0
399,401,C9H20,"2,4-DIMETHYLHEPTANE",6.90252,1368.72,207.44,24,160.0
400,402,C9H20,"2,5-DIMETHYLHEPTANE",6.89317,1375.4,206.8,27,163.0
401,403,C9H20,"2,6-DIMETHYLHEPTANE",6.89385,1368.0,205.68,26,162.0
402,404,C9H20,"3,3-DIMETHYLHEPTANE",6.87553,1385.36,209.79,26,165.0
403,405,C9H20,"3,4-DIMETHYLHEPTANE",6.88359,1396.9,208.4,29,168.0
404,406,C9H20,"3,5-DIMETHYLHEPTANE",6.90164,1382.8,207.9,26,163.0
405,407,C9H20,"4,4-DIMETHYLHEPTANE",6.86968,1378.7,210.4,24,163.0
406,408,C9H20,3-ETHYL-2-METHYLHEXANE,6.8869,1390.2,209.0,27,166.0
407,409,C9H20,4-ETHYL-2-METHYLHEXANE,6.9003,1376.1,208.6,25,161.0
408,410,C9H20,3-ETHYL-3-METHYLHEXANE,6.87787,1406.8,211.4,28,169.0
409,411,C9H20,3-ETHYL-4-METHYLHEXANE,6.8943,1404.3,209.5,29,168.0
410,412,C9H20,"2,2,3-TRIMETHYLHEXANE",6.86574,1375.72,211.63,23,161.0
411,413,C9H20,"2,2,4-TRIMETHYLHEXANE",6.84922,1340.9,211.35,18,154.0
412,414,C9H20,"2,2,5-TRIMETHYLHEXANE",6.83531,1324.049,210.737,16,151.0
413,415,C9H20,"2,3,3-TRIMETHYLHEXANE",6.85417,1389.79,212.1,25,166.0
414,416,C9H20,"2,3,4-TRIMETHYLHEXANE",6.85274,1387.22,210.22,27,167.0
415,417,C9H20,"2,3,5-TRIMETHYLHEXANE",6.87078,1359.09,209.29,22,159.0
416,418,C9H20,"2,4,4-TRIMETHYLHEXANE",6.85163,1368.723,214.047,20,158.0
417,419,C9H20,"3,3,4-TRIMETHYLHEXANE",6.85761,1403.88,212.56,27,169.0
418,420,C9H20,"3,3-DIETHYLPENTANE",6.89262,1451.245,215.575,31,175.0
419,421,C9H20,"3-ETHYL-2,2-DIMETHYLPENTANE",6.87166,1383.13,212.75,23,162.0
420,422,C9H20,"3-ETHYL-2,3-DIMETHYLPENTANE",6.84463,1418.0,213.0,30,174.0
421,423,C9H20,"3-ETHYL-2,4-DIMETHYLPENTANE",6.85293,1380.54,210.87,25,165.0
422,424,C9H20,"2,2,3,3-TETRAMETHYLPENTANE",6.82876,1397.483,213.703,26,169.0
423,425,C9H20,"2,2,3,4-TETRAMETHYLPENTANE",6.83173,1374.042,214.762,21,161.0
424,426,C9H20,"2,2,4,4-TETRAMETHYLPENTANE",6.7971,1325.183,216.093,13,150.0
425,427,C9H20,"2,3,3,4-TETRAMETHYLPENTANE",6.85961,1417.473,214.705,27,170.0
426,428,C9H20O,1-NONANOL,6.6757,1276.63,123.06,90,214.0
427,429,C9H20S,BUTYL-PENTYL-SULFIDE,6.23448,1421.32,205.81,129,258.0
428,430,C9H20S,ETHYL-HEPTYL-SULFIDE,6.23448,1421.32,205.81,129,258.0
429,431,C9H20S,HEXYL-PROPYL-SULFIDE,6.23448,1421.32,205.81,129,258.0
430,432,C9H20S,METHYL-OCTYL-SULFIDE,6.23448,1421.32,205.81,129,258.0
431,433,C9H20S,1-NONANETHIOL,6.9839,1655.6,183.7,93,251.0
432,434,C10H8,NAPHTHALENE,7.01065,1733.71,201.859,87,250.0
433,435,C10H8,AZULENE,6.7868,1733.71,201.85,160,278.0
434,436,C10H14,BUTYLBENZENE,6.98317,1577.965,201.378,62,213.0
435,437,C10H14,M-DIETHYLBENZENE,7.0036,1575.31,200.96,61,211.0
436,438,C10H14,O-DIETHYLBENZENE,6.9878,1576.94,200.51,63,213.0
437,439,C10H14,P-DIETHYLBENZENE,6.9982,1588.31,201.97,63,214.0
438,440,C10H14,"1,2,3,4-TETRAMETHYLBENZENE",7.0594,1690.54,199.48,80,236.0
439,441,C10H14,"1,2,3,5-TETRAMETHYLBENZENE",7.0779,1675.43,201.14,75,228.0
440,442,C10H14,"1,2,4,5-TETRAMETHYLBENZENE",7.08,1672.43,201.43,74,227.0
441,443,C10H18,1-DECYNE,7.1087,1606.6,206.0,78,246.0
442,444,C10H18,"DECAHYDRONAPHTHALENE,CIS",6.87529,1594.46,203.392,68,228.0
443,445,C10H18,"DECAHYDRONAPHTHALENE,TRANS",6.85681,1564.683,206.259,61,219.0
444,446,C10H20,1-DECENE,6.96034,1501.872,197.578,54,199.0
445,447,C10H20,1-CYCLOPENTYLPENTANE,6.9414,1540.6,198.8,60,210.0
446,448,C10H20,BUTYLCYCLOHEXANE,6.9103,1538.518,200.833,59,211.0
447,449,C10H20O,DECANAL,8.20794,2378.316,237.905,52,209.0
448,450,C10H22,DECANE,6.96375,1508.75,195.374,58,203.0
449,451,C10H22,2-METHYLNONANE,6.93372,1472.73,196.38,52,196.0
450,452,C10H22,3-METHYLNONANE,6.92975,1479.1,197.5,52,197.0
451,453,C10H22,4-METHYLNONANE,6.92234,1471.0,198.3,50,194.0
452,454,C10H22,5-METHYLNONANE,6.91878,1468.4,198.5,50,194.0
453,455,C10H22,3-ETHYLOCTANE,6.91845,1477.4,199.4,50,195.0
454,456,C10H22,4-ETHYLOCTANE,6.90922,1466.68,200.44,48,192.0
455,457,C10H22,"2,2-DIMETHYLOCTANE",6.90617,1439.6,200.7,43,185.0
456,458,C10H22,"2,3-DIMETHYLOCTANE",6.89449,1462.22,200.0,48,193.0
457,459,C10H22,"2,4-DIMETHYLOCTANE",6.92146,1439.8,200.4,43,184.0
458,460,C10H22,"2,5-DIMETHYLOCTANE",6.90263,1442.5,200.2,44,187.0
459,461,C10H22,"2,6-DIMETHYLOCTANE",6.93331,1450.53,199.4,45,187.0
460,462,C10H22,"2,7-DIMETHYLOCTANE",6.91326,1444.19,198.27,46,188.0
461,463,C10H22,"3,3-DIMETHYLOCTANE",6.88895,1457.6,202.5,45,190.0
462,464,C10H22,"3,4-DIMETHYLOCTANE",6.89926,1465.9,201.4,47,192.0
463,465,C10H22,"3,5-DIMETHYLOCTANE",6.89758,1448.8,201.3,44,188.0
464,466,C10H22,"3,6-DIMETHYLOCTANE",6.91284,1456.9,200.5,46,189.0
465,467,C10H22,"4,4-DIMETHYLOCTANE",6.88891,1446.9,203.5,42,186.0
466,468,C10H22,"4,5-DIMETHYLOCTANE",6.89288,1460.52,201.9,46,191.0
467,469,C10H22,4-PROPYLHEPTANE,6.9471,1458.7,201.2,44,186.0
468,470,C10H22,4-ISOPROPYLHEPTANE,6.88757,1449.8,202.9,43,188.0
469,471,C10H22,3-ETHYL-2-METHYLHEPTANE,6.89294,1457.9,202.2,45,190.0
470,472,C10H22,4-ETHYL-2-METHYLHEPTANE,6.892,1438.2,202.3,42,185.0
471,473,C10H22,5-ETHYL-2-METHYLHEPTANE,6.89424,1448.8,201.3,44,188.0
472,474,C10H22,3-ETHYL-3-METHYLHEPTANE,6.88063,1472.9,204.5,46,193.0
473,475,C10H22,4-ETHYL-3-METHYLHEPTANE,6.88689,1464.2,203.3,45,191.0
474,476,C10H22,3-ETHYL-5-METHYLHEPTANE,6.91593,1455.2,202.4,44,187.0
475,477,C10H22,3-ETHYL-4-METHYLHEPTANE,6.88827,1466.8,203.0,46,192.0
476,478,C10H22,4-ETHYL-4-METHYLHEPTANE,6.88302,1464.9,205.2,44,190.0
477,479,C10H22,"2,2,3-TRIMETHYLHEPTANE",6.87507,1446.1,204.4,42,187.0
478,480,C10H22,"2,2,4-TRIMETHYLHEPTANE",6.87525,1409.4,204.5,35,177.0
479,481,C10H22,"2,2,5-TRIMETHYLHEPTANE",6.87855,1417.4,203.8,37,179.0
480,482,C10H22,"2,2,6-TRIMETHYLHEPTANE",6.89454,1411.09,202.63,37,177.0
481,483,C10H22,"2,3,3-TRIMETHYLHEPTANE",6.87202,1457.8,205.0,43,189.0
482,484,C10H22,"2,3,4-TRIMETHYLHEPTANE",6.87417,1451.7,203.6,44,189.0
483,485,C10H22,"2,3,5-TRIMETHYLHEPTANE",6.8399,1440.0,203.0,44,190.0
484,486,C10H22,"2,3,6-TRIMETHYLHEPTANE",6.88668,1433.7,201.9,42,184.0
485,487,C10H22,"2,4,4-TRIMETHYLHEPTANE",6.86062,1418.4,205.4,37,180.0
486,488,C10H22,"2,4,5-TRIMETHYLHEPTANE",6.87583,1437.3,203.3,41,185.0
487,489,C10H22,"2,4,6-TRIMETHYLHEPTANE",6.91395,1411.3,202.3,36,175.0
488,490,C10H22,"2,5,5-TRIMETHYLHEPTANE",6.88204,1429.09,204.36,39,181.0
489,491,C10H22,"3,3,4-TRIMETHYLHEPTANE",6.86861,1466.8,205.9,44,191.0
490,492,C10H22,"3,3,5-TRIMETHYLHEPTANE",6.85524,1435.43,205.49,40,185.0
491,493,C10H22,"3,4,4-TRIMETHYLHEPTANE",6.86721,1464.1,206.2,43,190.0
492,494,C10H22,"3,4,5-TRIMETHYLHEPTANE",6.87113,1463.4,204.2,45,192.0
493,495,C10H22,3-ISOPROPYL-2-METHYLHEXANE,6.76103,1441.0,204.7,45,197.0
494,496,C10H22,"3,3-DIETHYLHEXANE",6.88355,1490.9,206.2,47,196.0
495,497,C10H22,"3,4-DIETHYLHEXANE",6.88347,1473.2,204.2,46,193.0
496,498,C10H22,"3-ETHYL-2,2-DIMETHYLHEXANE",6.86594,1444.4,206.4,40,185.0
497,499,C10H22,"4-ETHYL-2,2-DIMETHYLHEXANE",6.89526,1416.0,206.0,34,175.0
498,500,C10H22,"3-ETHYL-2,3-DIMETHYLHEXANE",6.86128,1475.8,206.8,45,194.0
499,501,C10H22,"4-ETHYL-2,3-DIMETHYLHEXANE",6.86823,1458.0,204.7,44,190.0
500,502,C10H22,"3-ETHYL-2,4-DIMETHYLHEXANE",6.86682,1455.3,205.0,43,189.0
501,503,C10H22,"4-ETHYL-2,4-DIMETHYLHEXANE",6.86721,1464.1,206.2,43,190.0
502,504,C10H22,"3-ETHYL-2,5-DIMETHYLHEXANE",6.87155,1429.3,204.1,39,183.0
503,505,C10H22,"4-ETHYL-3,3-DIMETHYLHEXANE",6.86288,1473.1,207.0,44,193.0
504,506,C10H22,"3-ETHYL-3,4-DIMETHYLHEXANE",6.86148,1470.4,207.3,44,192.0
505,507,C10H22,"2,2,3,3-TETRAMETHYLHEXANE",6.84438,1464.03,209.06,41,190.0
506,508,C10H22,"2,2,3,4-TETRAMETHYLHEXANE",6.8241,1443.6,207.3,41,188.0
507,509,C10H22,"2,2,3,5-TETRAMETHYLHEXANE",6.87685,1417.6,206.3,35,177.0
508,510,C10H22,"2,2,4,4-TETRAMETHYLHEXANE",6.73151,1396.0,208.7,35,184.0
509,511,C10H22,"2,2,4,5-TETRAMETHYLHEXANE",6.83561,1400.55,206.26,34,176.0
510,512,C10H22,"2,2,5,5-TETRAMETHYLHEXANE",6.88124,1377.98,207.0,27,165.0
511,513,C10H22,"2,3,3,4-TETRAMETHYLHEXANE",6.84243,1474.94,207.72,45,195.0
512,514,C10H22,"2,3,3,5-TETRAMETHYLHEXANE",6.85043,1429.2,206.9,37,182.0
513,515,C10H22,"2,3,4,4-TETRAMETHYLHEXANE",6.8294,1457.9,207.6,42,191.0
514,516,C10H22,"2,3,4,5-TETRAMETHYLHEXANE",6.87156,1442.8,205.3,40,185.0
515,517,C10H22,"3,3,4,4-TETRAMETHYLHEXANE",6.81164,1492.7,209.7,47,201.0
516,518,C10H22,24DIMETHYL3ISOPROPYLPENTANE,6.82154,1432.15,206.38,40,186.0
517,519,C10H22,33-DIETHYL-2-METHYLPENTANE,6.85984,1501.8,207.7,49,200.0
518,520,C10H22,3ETHYL-223TRIMETHYLPENTANE,6.8071,1490.1,210.0,47,200.0
519,521,C10H22,3ETHYL-224TRIMETHYLPENTANE,6.83149,1435.6,208.1,38,185.0
520,522,C10H22,3ETHYL-234TRIMETHYLPENTANE,6.81616,1486.62,208.32,47,200.0
521,523,C10H22,22334-PENTAMETHYLPENTANE,6.79659,1474.89,210.6,44,197.0
522,524,C10H22,22344-PENTAMETHYLPENTANE,6.73273,1423.83,210.35,38,190.0
523,525,C10H22O,1-DECANOL,6.9224,1472.01,134.16,103,230.0
524,526,C10H22S,BUTYL-HEXYL-SULFIDE,6.06898,1421.32,205.81,143,285.0
525,527,C10H22S,ETHYL-OCTYL-SULFIDE,6.06898,1421.32,205.81,143,285.0
526,528,C10H22S,HEPTYL-PROPYL-SULFIDE,6.06898,1421.32,205.81,143,285.0
527,529,C10H22S,METHYL-NONYL-SULFIDE,6.06898,1421.32,205.81,143,285.0
528,530,C10H22S,PENTYL-SULFIDE,6.06898,1421.32,205.81,143,285.0
529,531,C10H22S,1-DECANETHIOL,6.9981,1713.6,177.0,109,271.0
530,532,C10H22S2,PENTYL-DISULFIDE,6.9581,1756.0,166.8,128,298.0
531,533,C11H10,1-METHYLNAPHTHALENE,7.03592,1826.948,195.002,108,278.0
532,534,C11H10,2-METHYLNAPHTHALENE,7.0685,1840.268,198.395,105,274.0
533,535,C11H16,PENTYLBENZENE,6.97833,1639.91,194.76,80,237.0
534,536,C11H16,PENTAMETHYLBENZENE,7.1376,1833.8,198.96,125,270.0
535,537,C11H20,1-UNDECYNE,7.13064,1687.2,202.0,80,267.0
536,538,C11H22,1-UNDECENE,6.96662,1562.469,189.743,72,222.0
537,539,C11H22,1-CYCLOPENTYLHEXANE,6.9548,1608.0,191.6,78,234.0
538,540,C11H22,PENTYLCYCLOHEXANE,6.94667,1619.11,194.51,78,235.0
539,541,C11H24,UNDECANE,6.9722,1569.57,187.7,75,226.0
540,542,C11H24O,UNDECYL-ALCOHOL,6.5271,1250.0,100.0,120,243.0
541,543,C11H24S,BUTYL-HEPTYL-SULFIDE,5.9321,1421.32,205.81,155,309.0
542,544,C11H24S,DECYL-METHYL-SULFIDE,5.9321,1421.32,205.81,155,309.0
543,545,C11H24S,ETHYL-NONYL-SULFIDE,5.9321,1421.32,205.81,155,309.0
544,546,C11H24S,OCTYL-PROPYL-SULFIDE,5.9321,1421.32,205.81,155,309.0
545,547,C11H24S,1-UNDECANETHIOL,7.0122,1767.4,170.4,124,290.0
546,548,C12H10,BIPHENYL,7.2454,1998.72,202.74,70,272.0
547,549,C12H12,1-ETHYLNAPHTHALENE,7.03159,1841.32,185.28,120,292.0
548,550,C12H12,2-ETHYLNAPHTHALENE,7.07566,1880.73,191.41,118,291.0
549,551,C12H12,"1,2-DIMETHYLNAPHTHALENE",7.00605,1805.31,171.37,129,269.0
550,552,C12H12,"1,3-DIMETHYLNAPHTHALENE",7.2698,2076.0,210.0,148,310.0
551,553,C12H12,"1,4-DIMETHYLNAPHTHALENE",7.2698,2076.0,210.0,148,310.0
552,554,C12H12,"1,5-DIMETHYLNAPHTHALENE",7.0493,1855.0,180.0,150,313.0
553,555,C12H12,"1,6-DIMETHYLNAPHTHALENE",7.2698,2076.0,210.0,148,310.0
554,556,C12H12,"1,7-DIMETHYLNAPHTHALENE",7.0564,1879.0,180.0,150,320.0
555,557,C12H12,"2,3-DIMETHYLNAPHTHALENE",7.0527,1869.0,180.0,155,315.0
556,558,C12H12,"2,6-DIMETHYLNAPHTHALENE",7.046,1841.0,180.0,150,310.0
557,559,C12H12,"2,7-DIMETHYLNAPHTHALENE",7.0478,1846.0,180.0,150,310.0
558,560,C12H18,HEXYLBENZENE,6.9853,1700.5,188.2,96,258.0
559,561,C12H18,"1,2,3-TRIETHYLBENZENE",7.58877,2133.55,235.68,146,247.0
560,562,C12H18,"1,2,4-TRIETHYLBENZENE",7.57869,2133.558,235.681,46,218.0
561,563,C12H18,"1,3,5-TRIETHYLBENZENE",7.6044,2133.55,235.68,145,246.0
562,564,C12H18,HEXAMETHYLBENZENE,7.15544,2133.55,235.68,178,300.0
563,565,C12H22,1-DODECYNE,7.16929,1771.1,198.0,113,288.0
564,566,C12H24,1-DODECENE,6.97522,1619.862,182.271,89,244.0
565,567,C12H24,1-CYCLOPENTYLHEPTANE,6.9743,1672.2,184.4,95,256.0
566,568,C12H24,1-CYCLOHEXYLHEXANE,6.9555,1681.0,187.8,94,257.0
567,569,C12H26,DODECANE,6.99795,1639.27,181.835,91,247.0
568,570,C12H26O,DODECYL-ALCOHOL,7.53986,2003.29,168.13,138,214.0
569,571,C12H26S,BUTYL-OCTYL-SULFIDE,6.629,1408.0,116.06,134,307.0
570,572,C12H26S,DECYL-ETHYL-SULFIDE,5.81251,1421.32,205.81,166,333.0
571,573,C12H26S,HEXYL-SULFIDE,5.81251,1421.32,205.81,166,333.0
572,574,C12H26S,METHYL-UNDECYL-SULFIDE,5.81251,1421.32,205.81,166,333.0
573,575,C12H26S,NONYL-PROPYL-SULFIDE,5.81251,1421.32,205.81,166,333.0
574,576,C12H26S,1-DODECANETHIOL,7.0244,1817.8,164.1,138,308.0
575,577,C12H26S2,HEXYL-DISULFIDE,6.9632,1824.9,153.5,153,328.0
576,578,C13H14,1-PROPYLNAPHTHALENE,7.0594,1890.8,180.0,155,335.0
577,579,C13H14,2-PROPYLNAPHTHALENE,7.0605,1895.5,180.0,160,335.0
578,580,C13H14,2ETHYL-3-METHYLNAPHTHALENE,7.02851,1895.5,180.0,196,312.0
579,581,C13H14,2ETHYL-6-METHYLNAPHTHALENE,7.09303,1895.5,180.0,192,303.0
580,582,C13H14,2ETHYL-7-METHYLNAPHTHALENE,7.09303,1895.5,180.0,192,303.0
581,583,C13H20,1-PHENYLHEPTANE,7.0006,1761.2,181.5,112,279.0
582,584,C13H24,1-TRIDECYNE,7.15674,1834.4,195.0,120,308.0
583,585,C13H26,1-TRIDECENE,6.98563,1674.741,175.214,105,264.0
584,586,C13H26,1-CYCLOPENTYLOCTANE,6.9896,1729.8,177.3,112,276.0
585,587,C13H26,1-CYCLOHEXYLHEPTANE,6.9743,1743.0,180.9,111,278.0
586,588,C13H28,TRIDECANE,7.00756,1690.67,174.22,107,267.0
587,589,C13H28O,1-TRIDECANOL,7.41181,2003.29,168.13,202,304.0
588,590,C13H28S,BUTYL-NONYL-SULFIDE,5.70756,1421.32,205.81,177,355.0
589,591,C13H28S,DECYL-PROPYL-SULFIDE,5.70756,1421.32,205.81,177,355.0
590,592,C13H28S,DODECYL-METHYL-SULFIDE,5.70756,1421.32,205.81,177,355.0
591,593,C13H28S,ETHYL-UNDECYL-SULFIDE,5.70756,1421.32,205.81,177,355.0
592,594,C13H28S,1-TRIDECANETHIOL,7.037,1864.9,157.9,151,325.0
593,595,C14H16,1-BUTYLNAPHTHALENE,4.9631,656.8,26.0,139,292.0
594,596,C14H16,2-BUTYLNAPHTHALENE,6.6117,1591.4,138.5,145,291.0
595,597,C14H22,1-PHENYLOCTANE,7.0086,1812.2,174.6,127,298.0
596,598,C14H22,"1,2,3,4-TETRAETHYLBENZENE",7.65632,2312.864,236.261,66,248.0
597,599,C14H22,"1,2,3,5-TETRAETHYLBENZENE",7.63235,2312.86,236.26,174,282.0
598,600,C14H22,"1,2,4,5-TETRAETHYLBENZENE",7.63723,2312.86,236.26,174,282.0
599,601,C14H26,1-TETRADECYNE,7.23227,1927.7,191.0,145,326.0
600,602,C14H28,1-TETRADECENE,7.02005,1745.001,170.475,119,283.0
601,603,C14H28,1-CYCLOPENTYLNONANE,6.996,1779.0,170.2,126,296.0
602,604,C14H28,1-CYCLOHEXYLOCTANE,6.9897,1799.3,174.3,126,298.0
603,605,C14H30,TETRADECANE,7.013,1740.88,167.72,122,286.0
604,606,C14H30O,1-TETRADECANOL,6.6741,1204.5,54.0,130,264.0
605,607,C14H30S,BUTYL-DECYL-SULFIDE,5.61512,1421.32,205.81,187,376.0
606,608,C14H30S,DODECYL-ETHYL-SULFIDE,5.61512,1421.32,205.81,187,376.0
607,609,C14H30S,HEPTYL-SULFIDE,5.61512,1421.32,205.81,187,376.0
608,610,C14H30S,METHYL-TRIDECYL-SULFIDE,5.61512,1421.32,205.81,187,376.0
609,611,C14H30S,PROPYL-UNDECYL-SULFIDE,5.61512,1421.32,205.81,187,376.0
610,612,C14H30S,1-TETRADECANETHIOL,7.0485,1909.2,151.9,164,341.0
611,613,C14H30S2,HEPTYL-DISULFIDE,6.9602,1878.6,139.8,175,357.0
612,614,C15H18,1-PENTYLNAPHTHALENE,7.0743,2000.0,170.0,185,360.0
